Time,sale_value,redemption_value
2024-04-27T22:00:00Z,499,136
2024-04-27T23:00:00Z,385,76
2024-04-28T00:00:00Z,278,50
2024-04-28T01:00:00Z,184,78
2024-04-28T02:00:00Z,106,138
2024-04-28T03:00:00Z,63,246
2024-04-28T04:00:00Z,47,48
2024-04-28T05:00:00Z,66,78
2024-04-28T06:00:00Z,109,133
2024-04-28T07:00:00Z,186,234
2024-04-28T08:00:00Z,278,366
2024-04-28T09:00:00Z,382,501
2024-04-28T10:00:00Z,496,640
2024-04-28T11:00:00Z,619,777
2024-04-28T12:00:00Z,734,862
2024-04-28T13:00:00Z,818,925
2024-04-28T14:00:00Z,903,952
2024-04-28T15:00:00Z,930,925
2024-04-28T16:00:00Z,947,862
2024-04-28T17:00:00Z,933,757
2024-04-28T18:00:00Z,890,645
2024-04-28T19:00:00Z,823,506
2024-04-28T20:00:00Z,722,358
2024-04-28T21:00:00Z,622,227
2024-04-28T22:00:00Z,509,132
2024-04-28T23:00:00Z,389,70
2024-04-29T00:00:00Z,276,50
2024-04-29T01:00:00Z,182,69
2024-04-29T02:00:00Z,116,140
2024-04-29T03:00:00Z,70,244
2024-04-29T04:00:00Z,43,42
2024-04-29T05:00:00Z,67,72
2024-04-29T06:00:00Z,108,133
2024-04-29T07:00:00Z,180,235
2024-04-29T08:00:00Z,275,355
2024-04-29T09:00:00Z,386,502
2024-04-29T10:00:00Z,501,651
2024-04-29T11:00:00Z,608,767
2024-04-29T12:00:00Z,718,874
2024-04-29T13:00:00Z,820,935
2024-04-29T14:00:00Z,890,949
2024-04-29T15:00:00Z,938,929
2024-04-29T16:00:00Z,953,855
2024-04-29T17:00:00Z,930,765
2024-04-29T18:00:00Z,896,638
2024-04-29T19:00:00Z,822,504
2024-04-29T20:00:00Z,730,359
2024-04-29T21:00:00Z,621,238
2024-04-29T22:00:00Z,501,131
2024-04-29T23:00:00Z,386,73
2024-04-30T00:00:00Z,272,50
2024-04-30T01:00:00Z,181,67
2024-04-30T02:00:00Z,108,133
2024-04-30T03:00:00Z,66,234
2024-04-30T04:00:00Z,59,52
2024-04-30T05:00:00Z,68,79
2024-04-30T06:00:00Z,108,145
2024-04-30T07:00:00Z,184,228
2024-04-30T08:00:00Z,271,360
2024-04-30T09:00:00Z,379,510
2024-04-30T10:00:00Z,495,636
2024-04-30T11:00:00Z,607,763
2024-04-30T12:00:00Z,727,871
2024-04-30T13:00:00Z,829,928
2024-04-30T14:00:00Z,892,950
2024-04-30T15:00:00Z,940,930
2024-04-30T16:00:00Z,951,863
2024-04-30T17:00:00Z,935,757
2024-04-30T18:00:00Z,886,638
2024-04-30T19:00:00Z,821,494
2024-04-30T20:00:00Z,721,352
2024-04-30T21:00:00Z,623,229
2024-04-30T22:00:00Z,501,130
2024-04-30T23:00:00Z,385,84
2024-05-01T00:00:00Z,278,53
2024-05-01T01:00:00Z,178,67
2024-05-01T02:00:00Z,108,126
2024-05-01T03:00:00Z,68,235
2024-05-01T04:00:00Z,48,49
2024-05-01T05:00:00Z,63,65
2024-05-01T06:00:00Z,106,138
2024-05-01T07:00:00Z,179,239
2024-05-01T08:00:00Z,277,351
2024-05-01T09:00:00Z,380,505
2024-05-01T10:00:00Z,499,639
2024-05-01T11:00:00Z,609,760
2024-05-01T12:00:00Z,717,867
2024-05-01T13:00:00Z,822,935
2024-05-01T14:00:00Z,888,954
2024-05-01T15:00:00Z,934,931
2024-05-01T16:00:00Z,949,865
2024-05-01T17:00:00Z,925,761
2024-05-01T18:00:00Z,888,637
2024-05-01T19:00:00Z,824,494
2024-05-01T20:00:00Z,732,365
2024-05-01T21:00:00Z,617,236
2024-05-01T22:00:00Z,500,134
2024-05-01T23:00:00Z,392,82
2024-05-02T00:00:00Z,273,48
2024-05-02T01:00:00Z,180,70
2024-05-02T02:00:00Z,110,142
2024-05-02T03:00:00Z,60,237
2024-05-02T04:00:00Z,44,54
2024-05-02T05:00:00Z,70,70
2024-05-02T06:00:00Z,108,137
2024-05-02T07:00:00Z,174,238
2024-05-02T08:00:00Z,272,366
2024-05-02T09:00:00Z,373,498
2024-05-02T10:00:00Z,495,645
2024-05-02T11:00:00Z,617,759
2024-05-02T12:00:00Z,717,865
2024-05-02T13:00:00Z,828,934
2024-05-02T14:00:00Z,891,947
2024-05-02T15:00:00Z,937,921
2024-05-02T16:00:00Z,946,861
2024-05-02T17:00:00Z,932,756
2024-05-02T18:00:00Z,883,642
2024-05-02T19:00:00Z,816,498
2024-05-02T20:00:00Z,724,368
2024-05-02T21:00:00Z,627,236
2024-05-02T22:00:00Z,499,128
2024-05-02T23:00:00Z,376,73
2024-05-03T00:00:00Z,279,46
2024-05-03T01:00:00Z,191,77
2024-05-03T02:00:00Z,115,137
2024-05-03T03:00:00Z,68,235
2024-05-03T04:00:00Z,48,54
2024-05-03T05:00:00Z,66,77
2024-05-03T06:00:00Z,109,144
2024-05-03T07:00:00Z,185,234
2024-05-03T08:00:00Z,271,357
2024-05-03T09:00:00Z,381,502
2024-05-03T10:00:00Z,496,630
2024-05-03T11:00:00Z,612,765
2024-05-03T12:00:00Z,729,874
2024-05-03T13:00:00Z,829,929
2024-05-03T14:00:00Z,896,948
2024-05-03T15:00:00Z,942,924
2024-05-03T16:00:00Z,951,863
2024-05-03T17:00:00Z,929,765
2024-05-03T18:00:00Z,885,644
2024-05-03T19:00:00Z,812,500
2024-05-03T20:00:00Z,718,355
2024-05-03T21:00:00Z,623,230
2024-05-03T22:00:00Z,501,129
2024-05-03T23:00:00Z,383,71
2024-05-04T00:00:00Z,276,43
2024-05-04T01:00:00Z,184,61
2024-05-04T02:00:00Z,109,140
2024-05-04T03:00:00Z,64,244
2024-05-04T04:00:00Z,44,55
2024-05-04T05:00:00Z,62,62
2024-05-04T06:00:00Z,106,136
2024-05-04T07:00:00Z,179,237
2024-05-04T08:00:00Z,266,360
2024-05-04T09:00:00Z,389,499
2024-05-04T10:00:00Z,502,637
2024-05-04T11:00:00Z,618,766
2024-05-04T12:00:00Z,722,862
2024-05-04T13:00:00Z,816,920
2024-05-04T14:00:00Z,890,952
2024-05-04T15:00:00Z,941,926
2024-05-04T16:00:00Z,949,864
2024-05-04T17:00:00Z,934,762
2024-05-04T18:00:00Z,893,653
2024-05-04T19:00:00Z,821,499
2024-05-04T20:00:00Z,725,352
2024-05-04T21:00:00Z,612,236
2024-05-04T22:00:00Z,494,130
2024-05-04T23:00:00Z,385,77
2024-05-05T00:00:00Z,274,56
2024-05-05T01:00:00Z,179,75
2024-05-05T02:00:00Z,107,130
2024-05-05T03:00:00Z,63,233
2024-05-05T04:00:00Z,46,47
2024-05-05T05:00:00Z,61,69
2024-05-05T06:00:00Z,109,134
2024-05-05T07:00:00Z,184,233
2024-05-05T08:00:00Z,275,357
2024-05-05T09:00:00Z,386,505
2024-05-05T10:00:00Z,507,640
2024-05-05T11:00:00Z,618,767
2024-05-05T12:00:00Z,728,862
2024-05-05T13:00:00Z,817,928
2024-05-05T14:00:00Z,890,944
2024-05-05T15:00:00Z,933,930
2024-05-05T16:00:00Z,956,863
2024-05-05T17:00:00Z,929,763
2024-05-05T18:00:00Z,884,638
2024-05-05T19:00:00Z,823,499
2024-05-05T20:00:00Z,724,357
2024-05-05T21:00:00Z,614,234
2024-05-05T22:00:00Z,500,128
2024-05-05T23:00:00Z,384,65
2024-05-06T00:00:00Z,282,55
2024-05-06T01:00:00Z,182,75
2024-05-06T02:00:00Z,121,139
2024-05-06T03:00:00Z,63,239
2024-05-06T04:00:00Z,48,46
2024-05-06T05:00:00Z,67,74
2024-05-06T06:00:00Z,110,140
2024-05-06T07:00:00Z,185,236
2024-05-06T08:00:00Z,271,355
2024-05-06T09:00:00Z,377,490
2024-05-06T10:00:00Z,496,643
2024-05-06T11:00:00Z,614,767
2024-05-06T12:00:00Z,718,866
2024-05-06T13:00:00Z,819,936
2024-05-06T14:00:00Z,883,945
2024-05-06T15:00:00Z,933,936
2024-05-06T16:00:00Z,947,858
2024-05-06T17:00:00Z,934,754
2024-05-06T18:00:00Z,892,645
2024-05-06T19:00:00Z,823,505
2024-05-06T20:00:00Z,722,361
2024-05-06T21:00:00Z,606,227
2024-05-06T22:00:00Z,497,134
2024-05-06T23:00:00Z,380,76
2024-05-07T00:00:00Z,276,47
2024-05-07T01:00:00Z,188,78
2024-05-07T02:00:00Z,118,146
2024-05-07T03:00:00Z,56,231
2024-05-07T04:00:00Z,46,53
2024-05-07T05:00:00Z,66,72
2024-05-07T06:00:00Z,111,133
2024-05-07T07:00:00Z,174,242
2024-05-07T08:00:00Z,268,358
2024-05-07T09:00:00Z,382,492
2024-05-07T10:00:00Z,501,641
2024-05-07T11:00:00Z,620,778
2024-05-07T12:00:00Z,731,861
2024-05-07T13:00:00Z,819,930
2024-05-07T14:00:00Z,889,951
2024-05-07T15:00:00Z,934,933
2024-05-07T16:00:00Z,945,863
2024-05-07T17:00:00Z,931,764
2024-05-07T18:00:00Z,893,646
2024-05-07T19:00:00Z,816,503
2024-05-07T20:00:00Z,728,361
2024-05-07T21:00:00Z,614,236
2024-05-07T22:00:00Z,505,141
2024-05-07T23:00:00Z,386,75
2024-05-08T00:00:00Z,278,44
2024-05-08T01:00:00Z,181,66
2024-05-08T02:00:00Z,106,138
2024-05-08T03:00:00Z,71,235
2024-05-08T04:00:00Z,63,50
2024-05-08T05:00:00Z,62,78
2024-05-08T06:00:00Z,98,141
2024-05-08T07:00:00Z,186,233
2024-05-08T08:00:00Z,272,358
2024-05-08T09:00:00Z,381,508
2024-05-08T10:00:00Z,498,634
2024-05-08T11:00:00Z,613,758
2024-05-08T12:00:00Z,729,865
2024-05-08T13:00:00Z,817,933
2024-05-08T14:00:00Z,891,956
2024-05-08T15:00:00Z,936,929
2024-05-08T16:00:00Z,955,862
2024-05-08T17:00:00Z,933,765
2024-05-08T18:00:00Z,884,639
2024-05-08T19:00:00Z,822,500
2024-05-08T20:00:00Z,719,363
2024-05-08T21:00:00Z,602,243
2024-05-08T22:00:00Z,506,134
2024-05-08T23:00:00Z,377,74
2024-05-09T00:00:00Z,273,52
2024-05-09T01:00:00Z,186,72
2024-05-09T02:00:00Z,117,125
2024-05-09T03:00:00Z,62,240
2024-05-09T04:00:00Z,43,56
2024-05-09T05:00:00Z,63,68
2024-05-09T06:00:00Z,119,136
2024-05-09T07:00:00Z,193,233
2024-05-09T08:00:00Z,279,360
2024-05-09T09:00:00Z,382,495
2024-05-09T10:00:00Z,499,634
2024-05-09T11:00:00Z,623,762
2024-05-09T12:00:00Z,722,855
2024-05-09T13:00:00Z,820,933
2024-05-09T14:00:00Z,893,949
2024-05-09T15:00:00Z,934,925
2024-05-09T16:00:00Z,945,858
2024-05-09T17:00:00Z,930,759
2024-05-09T18:00:00Z,887,633
2024-05-09T19:00:00Z,830,501
2024-05-09T20:00:00Z,722,361
2024-05-09T21:00:00Z,620,239
2024-05-09T22:00:00Z,499,143
2024-05-09T23:00:00Z,381,71
2024-05-10T00:00:00Z,278,54
2024-05-10T01:00:00Z,188,72
2024-05-10T02:00:00Z,105,134
2024-05-10T03:00:00Z,69,244
2024-05-10T04:00:00Z,56,53
2024-05-10T05:00:00Z,67,68
2024-05-10T06:00:00Z,109,134
2024-05-10T07:00:00Z,187,242
2024-05-10T08:00:00Z,278,349
2024-05-10T09:00:00Z,383,492
2024-05-10T10:00:00Z,494,640
2024-05-10T11:00:00Z,623,765
2024-05-10T12:00:00Z,727,860
2024-05-10T13:00:00Z,822,940
2024-05-10T14:00:00Z,895,948
2024-05-10T15:00:00Z,936,930
2024-05-10T16:00:00Z,956,868
2024-05-10T17:00:00Z,939,762
2024-05-10T18:00:00Z,890,636
2024-05-10T19:00:00Z,820,504
2024-05-10T20:00:00Z,716,358
2024-05-10T21:00:00Z,618,233
2024-05-10T22:00:00Z,502,126
2024-05-10T23:00:00Z,389,69
2024-05-11T00:00:00Z,273,46
2024-05-11T01:00:00Z,181,65
2024-05-11T02:00:00Z,110,139
2024-05-11T03:00:00Z,67,233
2024-05-11T04:00:00Z,49,49
2024-05-11T05:00:00Z,74,71
2024-05-11T06:00:00Z,103,133
2024-05-11T07:00:00Z,177,236
2024-05-11T08:00:00Z,286,366
2024-05-11T09:00:00Z,382,502
2024-05-11T10:00:00Z,497,642
2024-05-11T11:00:00Z,615,766
2024-05-11T12:00:00Z,732,869
2024-05-11T13:00:00Z,819,920
2024-05-11T14:00:00Z,882,947
2024-05-11T15:00:00Z,946,925
2024-05-11T16:00:00Z,954,864
2024-05-11T17:00:00Z,934,772
2024-05-11T18:00:00Z,890,644
2024-05-11T19:00:00Z,815,497
2024-05-11T20:00:00Z,726,365
2024-05-11T21:00:00Z,623,231
2024-05-11T22:00:00Z,497,141
2024-05-11T23:00:00Z,384,69
2024-05-12T00:00:00Z,282,55
2024-05-12T01:00:00Z,188,67
2024-05-12T02:00:00Z,107,127
2024-05-12T03:00:00Z,64,241
2024-05-12T04:00:00Z,62,46
2024-05-12T05:00:00Z,64,72
2024-05-12T06:00:00Z,117,134
2024-05-12T07:00:00Z,187,234
2024-05-12T08:00:00Z,274,367
2024-05-12T09:00:00Z,379,502
2024-05-12T10:00:00Z,506,631
2024-05-12T11:00:00Z,611,766
2024-05-12T12:00:00Z,732,859
2024-05-12T13:00:00Z,820,926
2024-05-12T14:00:00Z,882,945
2024-05-12T15:00:00Z,936,927
2024-05-12T16:00:00Z,954,867
2024-05-12T17:00:00Z,936,759
2024-05-12T18:00:00Z,895,636
2024-05-12T19:00:00Z,819,493
2024-05-12T20:00:00Z,724,363
2024-05-12T21:00:00Z,606,225
2024-05-12T22:00:00Z,500,149
2024-05-12T23:00:00Z,385,78
2024-05-13T00:00:00Z,277,50
2024-05-13T01:00:00Z,175,79
2024-05-13T02:00:00Z,110,138
2024-05-13T03:00:00Z,64,228
2024-05-13T04:00:00Z,51,52
2024-05-13T05:00:00Z,65,69
2024-05-13T06:00:00Z,119,135
2024-05-13T07:00:00Z,178,241
2024-05-13T08:00:00Z,283,356
2024-05-13T09:00:00Z,385,502
2024-05-13T10:00:00Z,502,637
2024-05-13T11:00:00Z,618,770
2024-05-13T12:00:00Z,717,866
2024-05-13T13:00:00Z,821,927
2024-05-13T14:00:00Z,898,952
2024-05-13T15:00:00Z,929,936
2024-05-13T16:00:00Z,943,858
2024-05-13T17:00:00Z,933,764
2024-05-13T18:00:00Z,897,638
2024-05-13T19:00:00Z,811,500
2024-05-13T20:00:00Z,728,362
2024-05-13T21:00:00Z,621,228
2024-05-13T22:00:00Z,502,138
2024-05-13T23:00:00Z,380,75
2024-05-14T00:00:00Z,277,54
2024-05-14T01:00:00Z,180,77
2024-05-14T02:00:00Z,102,140
2024-05-14T03:00:00Z,69,242
2024-05-14T04:00:00Z,42,45
2024-05-14T05:00:00Z,66,71
2024-05-14T06:00:00Z,112,136
2024-05-14T07:00:00Z,184,233
2024-05-14T08:00:00Z,277,358
2024-05-14T09:00:00Z,386,509
2024-05-14T10:00:00Z,502,629
2024-05-14T11:00:00Z,614,769
2024-05-14T12:00:00Z,729,866
2024-05-14T13:00:00Z,821,925
2024-05-14T14:00:00Z,885,950
2024-05-14T15:00:00Z,938,938
2024-05-14T16:00:00Z,948,869
2024-05-14T17:00:00Z,938,759
2024-05-14T18:00:00Z,885,641
2024-05-14T19:00:00Z,821,505
2024-05-14T20:00:00Z,722,361
2024-05-14T21:00:00Z,618,238
2024-05-14T22:00:00Z,502,133
2024-05-14T23:00:00Z,379,82
2024-05-15T00:00:00Z,279,47
2024-05-15T01:00:00Z,178,76
2024-05-15T02:00:00Z,115,135
2024-05-15T03:00:00Z,60,229
2024-05-15T04:00:00Z,44,53
2024-05-15T05:00:00Z,66,66
2024-05-15T06:00:00Z,115,135
2024-05-15T07:00:00Z,181,232
2024-05-15T08:00:00Z,284,372
2024-05-15T09:00:00Z,385,497
2024-05-15T10:00:00Z,498,642
2024-05-15T11:00:00Z,610,763
2024-05-15T12:00:00Z,730,866
2024-05-15T13:00:00Z,816,927
2024-05-15T14:00:00Z,887,948
2024-05-15T15:00:00Z,939,923
2024-05-15T16:00:00Z,949,864
2024-05-15T17:00:00Z,940,763
2024-05-15T18:00:00Z,886,636
2024-05-15T19:00:00Z,817,501
2024-05-15T20:00:00Z,719,353
2024-05-15T21:00:00Z,620,230
2024-05-15T22:00:00Z,506,137
2024-05-15T23:00:00Z,378,68
2024-05-16T00:00:00Z,278,48
2024-05-16T01:00:00Z,180,73
2024-05-16T02:00:00Z,103,133
2024-05-16T03:00:00Z,61,235
2024-05-16T04:00:00Z,56,53
2024-05-16T05:00:00Z,68,82
2024-05-16T06:00:00Z,103,133
2024-05-16T07:00:00Z,180,239
2024-05-16T08:00:00Z,267,359
2024-05-16T09:00:00Z,381,512
2024-05-16T10:00:00Z,499,628
2024-05-16T11:00:00Z,624,766
2024-05-16T12:00:00Z,725,857
2024-05-16T13:00:00Z,817,932
2024-05-16T14:00:00Z,892,948
2024-05-16T15:00:00Z,937,930
2024-05-16T16:00:00Z,954,870
2024-05-16T17:00:00Z,929,768
2024-05-16T18:00:00Z,889,649
2024-05-16T19:00:00Z,821,496
2024-05-16T20:00:00Z,731,358
2024-05-16T21:00:00Z,615,241
2024-05-16T22:00:00Z,492,135
2024-05-16T23:00:00Z,377,72
2024-05-17T00:00:00Z,274,48
2024-05-17T01:00:00Z,182,66
2024-05-17T02:00:00Z,106,134
2024-05-17T03:00:00Z,62,230
2024-05-17T04:00:00Z,48,49
2024-05-17T05:00:00Z,59,71
2024-05-17T06:00:00Z,114,128
2024-05-17T07:00:00Z,171,241
2024-05-17T08:00:00Z,265,369
2024-05-17T09:00:00Z,381,508
2024-05-17T10:00:00Z,499,645
2024-05-17T11:00:00Z,623,768
2024-05-17T12:00:00Z,727,867
2024-05-17T13:00:00Z,823,925
2024-05-17T14:00:00Z,890,941
2024-05-17T15:00:00Z,942,935
2024-05-17T16:00:00Z,953,862
2024-05-17T17:00:00Z,928,767
2024-05-17T18:00:00Z,893,644
2024-05-17T19:00:00Z,818,511
2024-05-17T20:00:00Z,726,363
2024-05-17T21:00:00Z,606,239
2024-05-17T22:00:00Z,505,132
2024-05-17T23:00:00Z,382,67
2024-05-18T00:00:00Z,270,53
2024-05-18T01:00:00Z,192,66
2024-05-18T02:00:00Z,108,133
2024-05-18T03:00:00Z,62,238
2024-05-18T04:00:00Z,53,57
2024-05-18T05:00:00Z,63,74
2024-05-18T06:00:00Z,103,140
2024-05-18T07:00:00Z,185,228
2024-05-18T08:00:00Z,271,355
2024-05-18T09:00:00Z,389,503
2024-05-18T10:00:00Z,507,641
2024-05-18T11:00:00Z,612,771
2024-05-18T12:00:00Z,731,865
2024-05-18T13:00:00Z,826,923
2024-05-18T14:00:00Z,889,943
2024-05-18T15:00:00Z,927,933
2024-05-18T16:00:00Z,952,875
2024-05-18T17:00:00Z,931,762
2024-05-18T18:00:00Z,891,643
2024-05-18T19:00:00Z,820,496
2024-05-18T20:00:00Z,730,355
2024-05-18T21:00:00Z,611,240
2024-05-18T22:00:00Z,503,131
2024-05-18T23:00:00Z,388,78
2024-05-19T00:00:00Z,275,42
2024-05-19T01:00:00Z,194,76
2024-05-19T02:00:00Z,120,134
2024-05-19T03:00:00Z,62,237
2024-05-19T04:00:00Z,43,59
2024-05-19T05:00:00Z,72,76
2024-05-19T06:00:00Z,116,135
2024-05-19T07:00:00Z,177,233
2024-05-19T08:00:00Z,270,359
2024-05-19T09:00:00Z,376,496
2024-05-19T10:00:00Z,495,639
2024-05-19T11:00:00Z,617,768
2024-05-19T12:00:00Z,726,864
2024-05-19T13:00:00Z,813,925
2024-05-19T14:00:00Z,886,952
2024-05-19T15:00:00Z,933,927
2024-05-19T16:00:00Z,945,866
2024-05-19T17:00:00Z,936,768
2024-05-19T18:00:00Z,887,629
2024-05-19T19:00:00Z,815,496
2024-05-19T20:00:00Z,730,358
2024-05-19T21:00:00Z,621,231
2024-05-19T22:00:00Z,498,133
2024-05-19T23:00:00Z,390,64
2024-05-20T00:00:00Z,277,52
2024-05-20T01:00:00Z,185,70
2024-05-20T02:00:00Z,114,140
2024-05-20T03:00:00Z,62,235
2024-05-20T04:00:00Z,52,55
2024-05-20T05:00:00Z,61,73
2024-05-20T06:00:00Z,108,126
2024-05-20T07:00:00Z,177,232
2024-05-20T08:00:00Z,278,357
2024-05-20T09:00:00Z,386,501
2024-05-20T10:00:00Z,509,644
2024-05-20T11:00:00Z,611,764
2024-05-20T12:00:00Z,732,865
2024-05-20T13:00:00Z,821,938
2024-05-20T14:00:00Z,890,945
2024-05-20T15:00:00Z,925,923
2024-05-20T16:00:00Z,953,863
2024-05-20T17:00:00Z,933,766
2024-05-20T18:00:00Z,889,645
2024-05-20T19:00:00Z,820,495
2024-05-20T20:00:00Z,725,358
2024-05-20T21:00:00Z,626,241
2024-05-20T22:00:00Z,498,142
2024-05-20T23:00:00Z,382,77
2024-05-21T00:00:00Z,280,54
2024-05-21T01:00:00Z,175,77
2024-05-21T02:00:00Z,105,136
2024-05-21T03:00:00Z,66,236
2024-05-21T04:00:00Z,49,44
2024-05-21T05:00:00Z,67,70
2024-05-21T06:00:00Z,103,143
2024-05-21T07:00:00Z,174,229
2024-05-21T08:00:00Z,269,369
2024-05-21T09:00:00Z,387,502
2024-05-21T10:00:00Z,503,638
2024-05-21T11:00:00Z,613,766
2024-05-21T12:00:00Z,723,862
2024-05-21T13:00:00Z,811,931
2024-05-21T14:00:00Z,891,947
2024-05-21T15:00:00Z,946,920
2024-05-21T16:00:00Z,955,864
2024-05-21T17:00:00Z,936,767
2024-05-21T18:00:00Z,885,629
2024-05-21T19:00:00Z,816,490
2024-05-21T20:00:00Z,724,360
2024-05-21T21:00:00Z,617,236
2024-05-21T22:00:00Z,492,134
2024-05-21T23:00:00Z,386,81
2024-05-22T00:00:00Z,269,50
2024-05-22T01:00:00Z,181,81
2024-05-22T02:00:00Z,106,136
2024-05-22T03:00:00Z,64,241
2024-05-22T04:00:00Z,61,48
2024-05-22T05:00:00Z,61,65
2024-05-22T06:00:00Z,114,133
2024-05-22T07:00:00Z,181,228
2024-05-22T08:00:00Z,272,351
2024-05-22T09:00:00Z,387,503
2024-05-22T10:00:00Z,503,627
2024-05-22T11:00:00Z,621,759
2024-05-22T12:00:00Z,730,862
2024-05-22T13:00:00Z,817,928
2024-05-22T14:00:00Z,891,950
2024-05-22T15:00:00Z,940,929
2024-05-22T16:00:00Z,949,863
2024-05-22T17:00:00Z,937,761
2024-05-22T18:00:00Z,896,640
2024-05-22T19:00:00Z,817,504
2024-05-22T20:00:00Z,733,369
2024-05-22T21:00:00Z,616,243
2024-05-22T22:00:00Z,498,138
2024-05-22T23:00:00Z,385,62
2024-05-23T00:00:00Z,270,57
2024-05-23T01:00:00Z,180,66
2024-05-23T02:00:00Z,109,135
2024-05-23T03:00:00Z,66,232
2024-05-23T04:00:00Z,50,47
2024-05-23T05:00:00Z,67,77
2024-05-23T06:00:00Z,118,139
2024-05-23T07:00:00Z,183,238
2024-05-23T08:00:00Z,279,359
2024-05-23T09:00:00Z,374,498
2024-05-23T10:00:00Z,504,644
2024-05-23T11:00:00Z,622,766
2024-05-23T12:00:00Z,735,871
2024-05-23T13:00:00Z,817,929
2024-05-23T14:00:00Z,893,949
2024-05-23T15:00:00Z,936,938
2024-05-23T16:00:00Z,954,864
2024-05-23T17:00:00Z,935,764
2024-05-23T18:00:00Z,896,638
2024-05-23T19:00:00Z,809,510
2024-05-23T20:00:00Z,722,357
2024-05-23T21:00:00Z,619,232
2024-05-23T22:00:00Z,501,127
2024-05-23T23:00:00Z,385,68
2024-05-24T00:00:00Z,272,46
2024-05-24T01:00:00Z,172,66
2024-05-24T02:00:00Z,121,141
2024-05-24T03:00:00Z,58,237
2024-05-24T04:00:00Z,60,47
2024-05-24T05:00:00Z,63,72
2024-05-24T06:00:00Z,112,127
2024-05-24T07:00:00Z,181,233
2024-05-24T08:00:00Z,287,364
2024-05-24T09:00:00Z,396,498
2024-05-24T10:00:00Z,490,638
2024-05-24T11:00:00Z,618,762
2024-05-24T12:00:00Z,727,861
2024-05-24T13:00:00Z,815,927
2024-05-24T14:00:00Z,893,947
2024-05-24T15:00:00Z,933,932
2024-05-24T16:00:00Z,951,859
2024-05-24T17:00:00Z,943,767
2024-05-24T18:00:00Z,890,645
2024-05-24T19:00:00Z,820,493
2024-05-24T20:00:00Z,734,366
2024-05-24T21:00:00Z,621,242
2024-05-24T22:00:00Z,494,133
2024-05-24T23:00:00Z,388,67
2024-05-25T00:00:00Z,285,48
2024-05-25T01:00:00Z,190,72
2024-05-25T02:00:00Z,106,143
2024-05-25T03:00:00Z,59,244
2024-05-25T04:00:00Z,53,46
2024-05-25T05:00:00Z,66,68
2024-05-25T06:00:00Z,105,140
2024-05-25T07:00:00Z,181,232
2024-05-25T08:00:00Z,272,358
2024-05-25T09:00:00Z,384,491
2024-05-25T10:00:00Z,501,638
2024-05-25T11:00:00Z,614,764
2024-05-25T12:00:00Z,722,862
2024-05-25T13:00:00Z,818,934
2024-05-25T14:00:00Z,891,944
2024-05-25T15:00:00Z,936,937
2024-05-25T16:00:00Z,941,858
2024-05-25T17:00:00Z,940,775
2024-05-25T18:00:00Z,887,652
2024-05-25T19:00:00Z,816,503
2024-05-25T20:00:00Z,730,358
2024-05-25T21:00:00Z,617,241
2024-05-25T22:00:00Z,503,146
2024-05-25T23:00:00Z,388,65
2024-05-26T00:00:00Z,274,55
2024-05-26T01:00:00Z,182,71
2024-05-26T02:00:00Z,113,139
2024-05-26T03:00:00Z,71,238
2024-05-26T04:00:00Z,50,55
2024-05-26T05:00:00Z,64,70
2024-05-26T06:00:00Z,114,137
2024-05-26T07:00:00Z,169,241
2024-05-26T08:00:00Z,267,359
2024-05-26T09:00:00Z,389,494
2024-05-26T10:00:00Z,490,649
2024-05-26T11:00:00Z,619,763
2024-05-26T12:00:00Z,724,869
2024-05-26T13:00:00Z,823,925
2024-05-26T14:00:00Z,886,946
2024-05-26T15:00:00Z,938,924
2024-05-26T16:00:00Z,950,861
2024-05-26T17:00:00Z,938,767
2024-05-26T18:00:00Z,889,641
2024-05-26T19:00:00Z,828,492
2024-05-26T20:00:00Z,733,357
2024-05-26T21:00:00Z,615,244
2024-05-26T22:00:00Z,497,135
2024-05-26T23:00:00Z,389,72
2024-05-27T00:00:00Z,272,52
2024-05-27T01:00:00Z,178,71
2024-05-27T02:00:00Z,123,133
2024-05-27T03:00:00Z,66,230
2024-05-27T04:00:00Z,50,51
2024-05-27T05:00:00Z,63,69
2024-05-27T06:00:00Z,111,133
2024-05-27T07:00:00Z,186,237
2024-05-27T08:00:00Z,275,360
2024-05-27T09:00:00Z,384,505
2024-05-27T10:00:00Z,501,641
2024-05-27T11:00:00Z,619,766
2024-05-27T12:00:00Z,716,866
2024-05-27T13:00:00Z,813,928
2024-05-27T14:00:00Z,890,952
2024-05-27T15:00:00Z,938,923
2024-05-27T16:00:00Z,961,862
2024-05-27T17:00:00Z,918,770
2024-05-27T18:00:00Z,885,633
2024-05-27T19:00:00Z,820,502
2024-05-27T20:00:00Z,727,366
2024-05-27T21:00:00Z,615,230
2024-05-27T22:00:00Z,497,143
2024-05-27T23:00:00Z,386,71
2024-05-28T00:00:00Z,275,50
2024-05-28T01:00:00Z,190,72
2024-05-28T02:00:00Z,114,125
2024-05-28T03:00:00Z,70,240
2024-05-28T04:00:00Z,50,48
2024-05-28T05:00:00Z,69,72
2024-05-28T06:00:00Z,123,131
2024-05-28T07:00:00Z,184,240
2024-05-28T08:00:00Z,270,355
2024-05-28T09:00:00Z,388,508
2024-05-28T10:00:00Z,500,635
2024-05-28T11:00:00Z,612,767
2024-05-28T12:00:00Z,726,862
2024-05-28T13:00:00Z,819,928
